'Time and date','II','MCL1','ABP'
'[12:35:48.577 03/12/3299]',0.118,-0.053,56.800
'[12:35:48.585 03/12/3299]',0.105,-0.053,56.000
'[12:35:48.593 03/12/3299]',0.079,-0.118,56.000
'[12:35:48.601 03/12/3299]',0.079,-0.118,55.200
'[12:35:48.609 03/12/3299]',0.092,-0.118,55.200
'[12:35:48.617 03/12/3299]',0.079,-0.118,54.400
'[12:35:48.625 03/12/3299]',0.066,-0.118,54.400
'[12:35:48.633 03/12/3299]',0.053,-0.118,53.600
'[12:35:48.641 03/12/3299]',0.039,-0.118,53.600
'[12:35:48.649 03/12/3299]',0.026,-0.118,52.800
'[12:35:48.657 03/12/3299]',0.000,-0.118,52.800
'[12:35:48.665 03/12/3299]',-0.013,-0.118,52.000
'[12:35:48.673 03/12/3299]',-0.013,-0.118,52.000
'[12:35:48.681 03/12/3299]',0.000,-0.118,52.000
'[12:35:48.689 03/12/3299]',-0.013,-0.118,51.200
'[12:35:48.697 03/12/3299]',-0.026,-0.118,51.200
'[12:35:48.705 03/12/3299]',-0.013,-0.118,51.200
'[12:35:48.713 03/12/3299]',0.000,-0.118,50.400
'[12:35:48.721 03/12/3299]',-0.026,-0.053,50.400
'[12:35:48.729 03/12/3299]',-0.079,0.000,50.400
'[12:35:48.737 03/12/3299]',-0.118,0.053,50.400
'[12:35:48.745 03/12/3299]',-0.039,0.184,49.600
'[12:35:48.753 03/12/3299]',0.211,0.368,49.600
'[12:35:48.761 03/12/3299]',0.447,0.553,49.600
'[12:35:48.769 03/12/3299]',0.487,0.053,49.600
'[12:35:48.777 03/12/3299]',0.224,-1.118,48.800
'[12:35:48.785 03/12/3299]',0.039,-1.803,48.800
'[12:35:48.793 03/12/3299]',-0.013,-1.553,48.800
'[12:35:48.801 03/12/3299]',-0.053,-1.000,48.000
'[12:35:48.809 03/12/3299]',-0.092,-0.553,48.000
'[12:35:48.817 03/12/3299]',-0.118,-0.303,48.000
'[12:35:48.825 03/12/3299]',-0.118,-0.118,47.200
'[12:35:48.833 03/12/3299]',-0.092,0.000,47.200
'[12:35:48.841 03/12/3299]',-0.079,0.053,47.200
'[12:35:48.849 03/12/3299]',-0.079,0.118,46.400
'[12:35:48.857 03/12/3299]',-0.066,0.118,46.400
'[12:35:48.865 03/12/3299]',-0.066,0.184,46.400
'[12:35:48.873 03/12/3299]',-0.053,0.118,45.600
'[12:35:48.881 03/12/3299]',-0.039,0.184,45.600
'[12:35:48.889 03/12/3299]',-0.053,0.184,45.600
'[12:35:48.897 03/12/3299]',-0.053,0.184,46.400
'[12:35:48.905 03/12/3299]',-0.066,0.184,47.200
'[12:35:48.913 03/12/3299]',-0.053,0.184,48.800
'[12:35:48.921 03/12/3299]',-0.039,0.184,52.800
'[12:35:48.929 03/12/3299]',-0.039,0.184,58.400
'[12:35:48.937 03/12/3299]',-0.026,0.184,65.600
'[12:35:48.945 03/12/3299]',-0.013,0.184,74.400
'[12:35:48.953 03/12/3299]',-0.013,0.250,84.000
'[12:35:48.961 03/12/3299]',0.000,0.250,93.600
'[12:35:48.969 03/12/3299]',0.000,0.250,102.400
'[12:35:48.977 03/12/3299]',0.000,0.303,111.200
'[12:35:48.985 03/12/3299]',0.000,0.303,118.400
'[12:35:48.993 03/12/3299]',0.000,0.303,124.800
'[12:35:49.001 03/12/3299]',0.013,0.368,129.600
'[12:35:49.009 03/12/3299]',0.013,0.434,133.600
'[12:35:49.017 03/12/3299]',0.026,0.434,136.000
'[12:35:49.025 03/12/3299]',0.026,0.500,137.600
'[12:35:49.033 03/12/3299]',0.026,0.500,139.200
'[12:35:49.041 03/12/3299]',0.039,0.553,139.200
'[12:35:49.049 03/12/3299]',0.053,0.553,139.200
'[12:35:49.057 03/12/3299]',0.066,0.553,139.200
'[12:35:49.065 03/12/3299]',0.066,0.553,138.400
'[12:35:49.073 03/12/3299]',0.066,0.500,137.600
'[12:35:49.081 03/12/3299]',0.066,0.500,136.000
'[12:35:49.089 03/12/3299]',0.066,0.434,133.600
'[12:35:49.097 03/12/3299]',0.053,0.368,132.000
'[12:35:49.105 03/12/3299]',0.039,0.303,129.600
'[12:35:49.113 03/12/3299]',0.039,0.184,127.200
'[12:35:49.121 03/12/3299]',0.026,0.118,124.800
'[12:35:49.129 03/12/3299]',0.013,0.053,121.600
'[12:35:49.137 03/12/3299]',0.000,0.000,118.400
'[12:35:49.145 03/12/3299]',-0.013,0.000,116.000
'[12:35:49.153 03/12/3299]',-0.013,-0.053,112.000
'[12:35:49.161 03/12/3299]',-0.013,-0.118,108.800
'[12:35:49.169 03/12/3299]',-0.026,-0.118,105.600
'[12:35:49.177 03/12/3299]',-0.026,-0.118,101.600
'[12:35:49.185 03/12/3299]',-0.039,-0.118,98.400
'[12:35:49.193 03/12/3299]',-0.039,-0.118,94.400
'[12:35:49.201 03/12/3299]',-0.039,-0.118,90.400
'[12:35:49.209 03/12/3299]',-0.053,-0.118,87.200
'[12:35:49.217 03/12/3299]',-0.053,-0.118,84.000
'[12:35:49.225 03/12/3299]',-0.053,-0.118,81.600
'[12:35:49.233 03/12/3299]',-0.053,-0.118,79.200
'[12:35:49.241 03/12/3299]',-0.053,-0.053,76.800
'[12:35:49.249 03/12/3299]',-0.053,-0.053,76.000
'[12:35:49.257 03/12/3299]',-0.053,-0.053,74.400
'[12:35:49.265 03/12/3299]',-0.053,-0.053,73.600
'[12:35:49.273 03/12/3299]',-0.053,-0.053,72.800
'[12:35:49.281 03/12/3299]',-0.066,-0.053,72.000
'[12:35:49.289 03/12/3299]',-0.066,-0.053,72.000
'[12:35:49.297 03/12/3299]',-0.066,-0.053,72.000
'[12:35:49.305 03/12/3299]',-0.066,-0.053,71.200
'[12:35:49.313 03/12/3299]',-0.066,-0.053,71.200
'[12:35:49.321 03/12/3299]',-0.066,-0.053,70.400
'[12:35:49.329 03/12/3299]',-0.053,-0.053,70.400
'[12:35:49.337 03/12/3299]',-0.053,-0.053,70.400
'[12:35:49.345 03/12/3299]',-0.053,-0.053,69.600
'[12:35:49.353 03/12/3299]',-0.053,-0.053,69.600
'[12:35:49.361 03/12/3299]',-0.053,-0.053,68.800
'[12:35:49.369 03/12/3299]',-0.053,-0.053,68.800
'[12:35:49.377 03/12/3299]',-0.053,-0.053,68.000
'[12:35:49.385 03/12/3299]',-0.053,-0.053,67.200
'[12:35:49.393 03/12/3299]',-0.053,-0.053,67.200
'[12:35:49.401 03/12/3299]',-0.053,-0.053,66.400
'[12:35:49.409 03/12/3299]',-0.053,-0.118,66.400
'[12:35:49.417 03/12/3299]',-0.053,-0.053,65.600
'[12:35:49.425 03/12/3299]',-0.039,-0.053,64.800
'[12:35:49.433 03/12/3299]',-0.039,-0.053,64.800
'[12:35:49.441 03/12/3299]',-0.039,-0.053,64.000
'[12:35:49.449 03/12/3299]',-0.039,-0.053,63.200
'[12:35:49.457 03/12/3299]',-0.039,-0.053,63.200
'[12:35:49.465 03/12/3299]',-0.039,-0.053,62.400
'[12:35:49.473 03/12/3299]',-0.039,-0.053,62.400
'[12:35:49.481 03/12/3299]',-0.039,-0.053,61.600
'[12:35:49.489 03/12/3299]',-0.026,-0.053,60.800
'[12:35:49.497 03/12/3299]',-0.026,-0.053,60.800
'[12:35:49.505 03/12/3299]',-0.026,-0.053,60.000
'[12:35:49.513 03/12/3299]',-0.026,-0.053,60.000
'[12:35:49.521 03/12/3299]',0.000,-0.053,59.200
'[12:35:49.529 03/12/3299]',0.013,-0.053,58.400
'[12:35:49.537 03/12/3299]',0.026,-0.053,58.400
'[12:35:49.545 03/12/3299]',0.039,-0.053,57.600
'[12:35:49.553 03/12/3299]',0.039,-0.053,57.600
'[12:35:49.561 03/12/3299]',0.039,-0.053,56.800
'[12:35:49.569 03/12/3299]',0.026,-0.053,56.800
'[12:35:49.577 03/12/3299]',0.026,-0.053,56.000
'[12:35:49.585 03/12/3299]',0.026,-0.053,56.000
'[12:35:49.593 03/12/3299]',0.026,-0.053,55.200
'[12:35:49.601 03/12/3299]',0.013,-0.053,55.200
'[12:35:49.609 03/12/3299]',-0.013,-0.053,55.200
'[12:35:49.617 03/12/3299]',-0.053,-0.053,54.400
'[12:35:49.625 03/12/3299]',-0.053,-0.053,54.400
'[12:35:49.633 03/12/3299]',-0.053,-0.053,53.600
'[12:35:49.641 03/12/3299]',-0.053,-0.053,53.600
'[12:35:49.649 03/12/3299]',-0.066,-0.053,53.600
'[12:35:49.657 03/12/3299]',-0.066,-0.053,52.800
'[12:35:49.665 03/12/3299]',-0.066,-0.053,52.800
'[12:35:49.673 03/12/3299]',-0.066,-0.053,52.800
'[12:35:49.681 03/12/3299]',-0.053,-0.053,52.000
'[12:35:49.689 03/12/3299]',-0.079,-0.053,52.000
'[12:35:49.697 03/12/3299]',-0.118,0.000,52.000
'[12:35:49.705 03/12/3299]',-0.158,0.053,52.000
'[12:35:49.713 03/12/3299]',-0.118,0.184,51.200
'[12:35:49.721 03/12/3299]',0.132,0.368,51.200
'[12:35:49.729 03/12/3299]',0.447,0.618,51.200
'[12:35:49.737 03/12/3299]',0.539,0.434,50.400
'[12:35:49.745 03/12/3299]',0.342,-0.618,50.400
'[12:35:49.753 03/12/3299]',0.092,-1.618,50.400
'[12:35:49.761 03/12/3299]',-0.039,-1.750,50.400
'[12:35:49.769 03/12/3299]',-0.105,-1.184,49.600
'[12:35:49.777 03/12/3299]',-0.145,-0.684,49.600
'[12:35:49.785 03/12/3299]',-0.158,-0.368,49.600
'[12:35:49.793 03/12/3299]',-0.171,-0.184,48.800
'[12:35:49.801 03/12/3299]',-0.158,-0.053,48.800
'[12:35:49.809 03/12/3299]',-0.145,0.053,48.800
'[12:35:49.817 03/12/3299]',-0.132,0.118,48.000
'[12:35:49.825 03/12/3299]',-0.118,0.118,48.000
'[12:35:49.833 03/12/3299]',-0.118,0.118,48.000
'[12:35:49.841 03/12/3299]',-0.118,0.184,47.200
'[12:35:49.849 03/12/3299]',-0.105,0.184,47.200
'[12:35:49.857 03/12/3299]',-0.105,0.184,47.200
'[12:35:49.865 03/12/3299]',-0.092,0.184,48.000
'[12:35:49.873 03/12/3299]',-0.092,0.184,48.800
'[12:35:49.881 03/12/3299]',-0.092,0.184,51.200
'[12:35:49.889 03/12/3299]',-0.092,0.184,55.200
'[12:35:49.897 03/12/3299]',-0.079,0.184,60.800
'[12:35:49.905 03/12/3299]',-0.079,0.184,68.800
'[12:35:49.913 03/12/3299]',-0.079,0.250,77.600
'[12:35:49.921 03/12/3299]',-0.079,0.250,86.400
'[12:35:49.929 03/12/3299]',-0.066,0.250,96.000
'[12:35:49.937 03/12/3299]',-0.066,0.250,104.800
'[12:35:49.945 03/12/3299]',-0.066,0.250,113.600
'[12:35:49.953 03/12/3299]',-0.053,0.303,120.800
'[12:35:49.961 03/12/3299]',-0.053,0.303,126.400
'[12:35:49.969 03/12/3299]',-0.039,0.368,131.200
'[12:35:49.977 03/12/3299]',-0.026,0.368,134.400
'[12:35:49.985 03/12/3299]',-0.026,0.434,137.600
'[12:35:49.993 03/12/3299]',-0.013,0.434,139.200
'[12:35:50.001 03/12/3299]',0.000,0.500,140.000
'[12:35:50.009 03/12/3299]',0.013,0.500,140.800
'[12:35:50.017 03/12/3299]',0.026,0.500,140.000
'[12:35:50.025 03/12/3299]',0.039,0.553,140.000
'[12:35:50.033 03/12/3299]',0.053,0.500,139.200
'[12:35:50.041 03/12/3299]',0.066,0.500,137.600
'[12:35:50.049 03/12/3299]',0.066,0.434,136.000
'[12:35:50.057 03/12/3299]',0.079,0.434,133.600
'[12:35:50.065 03/12/3299]',0.079,0.368,132.000
'[12:35:50.073 03/12/3299]',0.079,0.303,129.600
'[12:35:50.081 03/12/3299]',0.066,0.250,126.400
'[12:35:50.089 03/12/3299]',0.066,0.184,124.000
'[12:35:50.097 03/12/3299]',0.053,0.053,120.800
'[12:35:50.105 03/12/3299]',0.053,0.053,118.400
'[12:35:50.113 03/12/3299]',0.039,0.000,115.200
'[12:35:50.121 03/12/3299]',0.026,-0.053,112.000
'[12:35:50.129 03/12/3299]',0.013,-0.053,108.800
'[12:35:50.137 03/12/3299]',0.013,-0.118,104.800
'[12:35:50.145 03/12/3299]',0.000,-0.118,101.600
'[12:35:50.153 03/12/3299]',0.000,-0.118,97.600
'[12:35:50.161 03/12/3299]',-0.013,-0.118,94.400
'[12:35:50.169 03/12/3299]',-0.013,-0.118,90.400
'[12:35:50.177 03/12/3299]',-0.013,-0.118,87.200
'[12:35:50.185 03/12/3299]',-0.013,-0.118,84.000
'[12:35:50.193 03/12/3299]',-0.026,-0.118,81.600
'[12:35:50.201 03/12/3299]',-0.026,-0.118,79.200
'[12:35:50.209 03/12/3299]',-0.026,-0.118,77.600
'[12:35:50.217 03/12/3299]',-0.026,-0.118,76.000
'[12:35:50.225 03/12/3299]',-0.026,-0.053,74.400
'[12:35:50.233 03/12/3299]',-0.026,-0.053,73.600
'[12:35:50.241 03/12/3299]',-0.026,-0.053,72.800
'[12:35:50.249 03/12/3299]',-0.026,-0.053,72.800
'[12:35:50.257 03/12/3299]',-0.026,-0.053,72.000
'[12:35:50.265 03/12/3299]',-0.026,-0.053,72.000
'[12:35:50.273 03/12/3299]',-0.026,-0.053,72.000
'[12:35:50.281 03/12/3299]',-0.026,-0.053,71.200
'[12:35:50.289 03/12/3299]',-0.026,-0.053,71.200
'[12:35:50.297 03/12/3299]',-0.013,-0.053,70.400
'[12:35:50.305 03/12/3299]',-0.013,-0.053,70.400
'[12:35:50.313 03/12/3299]',-0.013,-0.118,69.600
'[12:35:50.321 03/12/3299]',-0.013,-0.118,69.600
'[12:35:50.329 03/12/3299]',-0.013,-0.118,68.800
'[12:35:50.337 03/12/3299]',-0.013,-0.118,68.800
'[12:35:50.345 03/12/3299]',-0.013,-0.118,68.000
'[12:35:50.353 03/12/3299]',-0.013,-0.118,67.200
'[12:35:50.361 03/12/3299]',-0.013,-0.118,67.200
'[12:35:50.369 03/12/3299]',-0.013,-0.118,66.400
'[12:35:50.377 03/12/3299]',-0.013,-0.118,65.600
'[12:35:50.385 03/12/3299]',-0.013,-0.118,65.600
'[12:35:50.393 03/12/3299]',-0.013,-0.118,64.800
'[12:35:50.401 03/12/3299]',0.000,-0.118,64.800
'[12:35:50.409 03/12/3299]',0.000,-0.118,64.000
'[12:35:50.417 03/12/3299]',0.000,-0.118,63.200
'[12:35:50.425 03/12/3299]',0.000,-0.118,63.200
'[12:35:50.433 03/12/3299]',0.000,-0.118,62.400
'[12:35:50.441 03/12/3299]',0.000,-0.118,62.400
'[12:35:50.449 03/12/3299]',0.000,-0.118,61.600
'[12:35:50.457 03/12/3299]',0.000,-0.053,60.800
'[12:35:50.465 03/12/3299]',0.013,-0.053,60.800
'[12:35:50.473 03/12/3299]',0.013,-0.053,60.000
'[12:35:50.481 03/12/3299]',0.013,-0.053,60.000
'[12:35:50.489 03/12/3299]',0.013,-0.053,59.200
'[12:35:50.497 03/12/3299]',0.026,-0.053,59.200
'[12:35:50.505 03/12/3299]',0.053,-0.053,58.400
'[12:35:50.513 03/12/3299]',0.079,-0.053,58.400
'[12:35:50.521 03/12/3299]',0.092,-0.053,57.600
'[12:35:50.529 03/12/3299]',0.092,-0.053,56.800
'[12:35:50.537 03/12/3299]',0.079,-0.053,56.800
'[12:35:50.545 03/12/3299]',0.066,-0.053,56.000
'[12:35:50.553 03/12/3299]',0.066,-0.053,56.000
'[12:35:50.561 03/12/3299]',0.079,-0.118,56.000
'[12:35:50.569 03/12/3299]',0.079,-0.053,55.200
'[12:35:50.577 03/12/3299]',0.066,-0.053,55.200
'[12:35:50.585 03/12/3299]',0.026,-0.053,54.400
'[12:35:50.593 03/12/3299]',0.000,-0.053,54.400
'[12:35:50.601 03/12/3299]',-0.013,-0.053,53.600
'[12:35:50.609 03/12/3299]',-0.013,-0.053,53.600
'[12:35:50.617 03/12/3299]',-0.013,-0.053,53.600
'[12:35:50.625 03/12/3299]',-0.026,-0.053,52.800
'[12:35:50.633 03/12/3299]',-0.013,-0.053,52.800
'[12:35:50.641 03/12/3299]',-0.026,-0.053,52.800
'[12:35:50.649 03/12/3299]',-0.013,-0.053,52.000
'[12:35:50.657 03/12/3299]',-0.013,-0.053,52.000
'[12:35:50.665 03/12/3299]',-0.039,-0.053,52.000
'[12:35:50.673 03/12/3299]',-0.092,0.000,52.000
'[12:35:50.681 03/12/3299]',-0.132,0.053,51.200
'[12:35:50.689 03/12/3299]',-0.026,0.184,51.200
'[12:35:50.697 03/12/3299]',0.263,0.434,51.200
'[12:35:50.705 03/12/3299]',0.539,0.618,50.400
'[12:35:50.713 03/12/3299]',0.592,0.250,50.400
'[12:35:50.721 03/12/3299]',0.329,-0.934,50.400
'[12:35:50.729 03/12/3299]',0.092,-1.750,49.600
'[12:35:50.737 03/12/3299]',-0.026,-1.750,49.600
'[12:35:50.745 03/12/3299]',-0.079,-1.000,49.600
'[12:35:50.753 03/12/3299]',-0.118,-0.553,49.600
'[12:35:50.761 03/12/3299]',-0.132,-0.303,48.800
'[12:35:50.769 03/12/3299]',-0.132,-0.118,48.800
'[12:35:50.777 03/12/3299]',-0.118,0.000,48.000
'[12:35:50.785 03/12/3299]',-0.092,0.053,48.000
'[12:35:50.793 03/12/3299]',-0.079,0.118,48.000
'[12:35:50.801 03/12/3299]',-0.079,0.118,47.200
'[12:35:50.809 03/12/3299]',-0.066,0.118,47.200
'[12:35:50.817 03/12/3299]',-0.066,0.118,47.200
'[12:35:50.825 03/12/3299]',-0.066,0.184,46.400
'[12:35:50.833 03/12/3299]',-0.079,0.184,47.200
'[12:35:50.841 03/12/3299]',-0.066,0.184,47.200
'[12:35:50.849 03/12/3299]',-0.066,0.184,48.800
'[12:35:50.857 03/12/3299]',-0.053,0.184,51.200
'[12:35:50.865 03/12/3299]',-0.053,0.184,56.000
'[12:35:50.873 03/12/3299]',-0.053,0.184,62.400
'[12:35:50.881 03/12/3299]',-0.053,0.184,69.600
'[12:35:50.889 03/12/3299]',-0.053,0.184,79.200
'[12:35:50.897 03/12/3299]',-0.039,0.250,88.800
'[12:35:50.905 03/12/3299]',-0.039,0.250,97.600
'[12:35:50.913 03/12/3299]',-0.026,0.250,107.200
'[12:35:50.921 03/12/3299]',-0.026,0.303,115.200
'[12:35:50.929 03/12/3299]',-0.013,0.303,122.400
'[12:35:50.937 03/12/3299]',0.000,0.303,128.000
'[12:35:50.945 03/12/3299]',0.000,0.368,132.800
'[12:35:50.953 03/12/3299]',0.013,0.368,136.000
'[12:35:50.961 03/12/3299]',0.013,0.434,138.400
'[12:35:50.969 03/12/3299]',0.013,0.434,139.200
'[12:35:50.977 03/12/3299]',0.026,0.500,140.000
'[12:35:50.985 03/12/3299]',0.039,0.500,140.800
'[12:35:50.993 03/12/3299]',0.066,0.500,140.000
'[12:35:51.001 03/12/3299]',0.066,0.500,139.200
'[12:35:51.009 03/12/3299]',0.079,0.500,138.400
'[12:35:51.017 03/12/3299]',0.092,0.500,136.800
'[12:35:51.025 03/12/3299]',0.105,0.434,135.200
'[12:35:51.033 03/12/3299]',0.105,0.434,132.800
'[12:35:51.041 03/12/3299]',0.105,0.368,131.200
'[12:35:51.049 03/12/3299]',0.092,0.250,128.800
'[12:35:51.057 03/12/3299]',0.105,0.184,125.600
'[12:35:51.065 03/12/3299]',0.092,0.118,123.200
'[12:35:51.073 03/12/3299]',0.079,0.053,120.000
'[12:35:51.081 03/12/3299]',0.066,0.000,117.600
'[12:35:51.089 03/12/3299]',0.053,-0.053,114.400
'[12:35:51.097 03/12/3299]',0.053,-0.053,111.200
'[12:35:51.105 03/12/3299]',0.039,-0.118,108.000
'[12:35:51.113 03/12/3299]',0.026,-0.118,104.000
'[12:35:51.121 03/12/3299]',0.026,-0.118,100.800
'[12:35:51.129 03/12/3299]',0.013,-0.118,96.800
'[12:35:51.137 03/12/3299]',0.013,-0.118,92.800
'[12:35:51.145 03/12/3299]',0.013,-0.118,89.600
'[12:35:51.153 03/12/3299]',0.013,-0.118,86.400
'[12:35:51.161 03/12/3299]',0.013,-0.118,83.200
'[12:35:51.169 03/12/3299]',0.000,-0.118,80.000
'[12:35:51.177 03/12/3299]',0.000,-0.118,78.400
'[12:35:51.185 03/12/3299]',-0.013,-0.118,76.000
'[12:35:51.193 03/12/3299]',-0.013,-0.118,74.400
'[12:35:51.201 03/12/3299]',0.000,-0.118,73.600
'[12:35:51.209 03/12/3299]',0.000,-0.118,72.800
'[12:35:51.217 03/12/3299]',-0.013,-0.118,72.000
'[12:35:51.225 03/12/3299]',0.000,-0.053,71.200
'[12:35:51.233 03/12/3299]',0.000,-0.053,71.200
'[12:35:51.241 03/12/3299]',0.000,-0.053,70.400
'[12:35:51.249 03/12/3299]',0.000,-0.118,70.400
'[12:35:51.257 03/12/3299]',0.000,-0.118,70.400
'[12:35:51.265 03/12/3299]',0.000,-0.118,69.600
'[12:35:51.273 03/12/3299]',0.013,-0.118,69.600
'[12:35:51.281 03/12/3299]',0.013,-0.118,68.800
'[12:35:51.289 03/12/3299]',0.013,-0.118,68.800
'[12:35:51.297 03/12/3299]',0.013,-0.118,68.000
'[12:35:51.305 03/12/3299]',0.013,-0.118,67.200
'[12:35:51.313 03/12/3299]',0.026,-0.118,67.200
'[12:35:51.321 03/12/3299]',0.026,-0.118,66.400
'[12:35:51.329 03/12/3299]',0.039,-0.118,65.600
'[12:35:51.337 03/12/3299]',0.013,-0.118,65.600
'[12:35:51.345 03/12/3299]',0.013,-0.118,64.800
'[12:35:51.353 03/12/3299]',0.026,-0.118,64.000
'[12:35:51.361 03/12/3299]',0.039,-0.118,64.000
'[12:35:51.369 03/12/3299]',0.013,-0.118,63.200
'[12:35:51.377 03/12/3299]',0.013,-0.118,63.200
'[12:35:51.385 03/12/3299]',0.013,-0.118,62.400
'[12:35:51.393 03/12/3299]',0.026,-0.118,61.600
'[12:35:51.401 03/12/3299]',0.026,-0.118,61.600
'[12:35:51.409 03/12/3299]',0.026,-0.118,60.800
'[12:35:51.417 03/12/3299]',0.039,-0.118,60.000
'[12:35:51.425 03/12/3299]',0.039,-0.118,60.000
'[12:35:51.433 03/12/3299]',0.026,-0.118,59.200
'[12:35:51.441 03/12/3299]',0.026,-0.118,59.200
'[12:35:51.449 03/12/3299]',0.039,-0.118,58.400
'[12:35:51.457 03/12/3299]',0.039,-0.118,58.400
'[12:35:51.465 03/12/3299]',0.053,-0.053,57.600
'[12:35:51.473 03/12/3299]',0.053,-0.053,57.600
'[12:35:51.481 03/12/3299]',0.066,-0.053,56.800
'[12:35:51.489 03/12/3299]',0.092,-0.053,56.000
'[12:35:51.497 03/12/3299]',0.105,-0.053,56.000
'[12:35:51.505 03/12/3299]',0.092,-0.053,56.000
'[12:35:51.513 03/12/3299]',0.092,-0.118,55.200
'[12:35:51.521 03/12/3299]',0.092,-0.118,54.400
'[12:35:51.529 03/12/3299]',0.092,-0.118,54.400
'[12:35:51.537 03/12/3299]',0.092,-0.118,54.400
'[12:35:51.545 03/12/3299]',0.092,-0.118,53.600
'[12:35:51.553 03/12/3299]',0.079,-0.118,53.600
'[12:35:51.561 03/12/3299]',0.039,-0.118,52.800
'[12:35:51.569 03/12/3299]',0.000,-0.118,52.800
'[12:35:51.577 03/12/3299]',0.000,-0.053,52.000
'[12:35:51.585 03/12/3299]',0.000,-0.053,52.000
'[12:35:51.593 03/12/3299]',0.000,-0.053,52.000
'[12:35:51.601 03/12/3299]',0.000,-0.118,51.200
'[12:35:51.609 03/12/3299]',0.000,-0.053,51.200
'[12:35:51.617 03/12/3299]',-0.013,-0.053,51.200
'[12:35:51.625 03/12/3299]',-0.013,-0.053,50.400
'[12:35:51.633 03/12/3299]',-0.026,-0.053,50.400
'[12:35:51.641 03/12/3299]',-0.039,-0.053,50.400
'[12:35:51.649 03/12/3299]',-0.092,0.000,50.400
'[12:35:51.657 03/12/3299]',-0.132,0.053,49.600
'[12:35:51.665 03/12/3299]',-0.053,0.184,49.600
'[12:35:51.673 03/12/3299]',0.184,0.368,49.600
'[12:35:51.681 03/12/3299]',0.421,0.553,49.600
'[12:35:51.689 03/12/3299]',0.474,0.118,49.600
'[12:35:51.697 03/12/3299]',0.224,-1.053,48.800
'[12:35:51.705 03/12/3299]',0.039,-1.750,48.800
'[12:35:51.713 03/12/3299]',-0.026,-1.553,48.800
'[12:35:51.721 03/12/3299]',-0.053,-1.000,48.000
'[12:35:51.729 03/12/3299]',-0.079,-0.553,48.000
'[12:35:51.737 03/12/3299]',-0.105,-0.303,48.000
'[12:35:51.745 03/12/3299]',-0.118,-0.118,47.200
'[12:35:51.753 03/12/3299]',-0.105,0.000,47.200
'[12:35:51.761 03/12/3299]',-0.092,0.118,47.200
'[12:35:51.769 03/12/3299]',-0.079,0.118,47.200
'[12:35:51.777 03/12/3299]',-0.066,0.184,46.400
'[12:35:51.785 03/12/3299]',-0.066,0.184,46.400
'[12:35:51.793 03/12/3299]',-0.066,0.184,46.400
'[12:35:51.801 03/12/3299]',-0.066,0.184,46.400
'[12:35:51.809 03/12/3299]',-0.066,0.184,46.400
'[12:35:51.817 03/12/3299]',-0.066,0.184,47.200
'[12:35:51.825 03/12/3299]',-0.066,0.184,48.000
'[12:35:51.833 03/12/3299]',-0.066,0.184,50.400
'[12:35:51.841 03/12/3299]',-0.066,0.184,54.400
'[12:35:51.849 03/12/3299]',-0.066,0.250,60.000
'[12:35:51.857 03/12/3299]',-0.066,0.250,68.000
'[12:35:51.865 03/12/3299]',-0.066,0.250,76.800
'[12:35:51.873 03/12/3299]',-0.066,0.250,86.400
'[12:35:51.881 03/12/3299]',-0.066,0.250,96.000
'[12:35:51.889 03/12/3299]',-0.066,0.303,104.800
'[12:35:51.897 03/12/3299]',-0.066,0.303,113.600
'[12:35:51.905 03/12/3299]',-0.053,0.303,120.800
'[12:35:51.913 03/12/3299]',-0.053,0.368,126.400
'[12:35:51.921 03/12/3299]',-0.039,0.368,131.200
'[12:35:51.929 03/12/3299]',-0.039,0.434,134.400
'[12:35:51.937 03/12/3299]',-0.026,0.434,136.800
'[12:35:51.945 03/12/3299]',-0.026,0.500,138.400
'[12:35:51.953 03/12/3299]',-0.013,0.500,139.200
'[12:35:51.961 03/12/3299]',0.000,0.553,139.200
'[12:35:51.969 03/12/3299]',0.013,0.553,139.200
'[12:35:51.977 03/12/3299]',0.013,0.553,138.400
'[12:35:51.985 03/12/3299]',0.026,0.500,136.800
'[12:35:51.993 03/12/3299]',0.039,0.500,135.200
'[12:35:52.001 03/12/3299]',0.039,0.434,133.600
'[12:35:52.009 03/12/3299]',0.039,0.434,132.000
'[12:35:52.017 03/12/3299]',0.039,0.368,129.600
'[12:35:52.025 03/12/3299]',0.039,0.303,127.200
'[12:35:52.033 03/12/3299]',0.026,0.250,124.800
'[12:35:52.041 03/12/3299]',0.013,0.118,121.600
'[12:35:52.049 03/12/3299]',0.013,0.053,119.200
'[12:35:52.057 03/12/3299]',0.000,0.053,116.000
'[12:35:52.065 03/12/3299]',-0.013,0.000,112.800
'[12:35:52.073 03/12/3299]',-0.026,-0.053,109.600
'[12:35:52.081 03/12/3299]',-0.026,-0.053,106.400
'[12:35:52.089 03/12/3299]',-0.039,-0.118,102.400
'[12:35:52.097 03/12/3299]',-0.039,-0.118,99.200
'[12:35:52.105 03/12/3299]',-0.039,-0.118,95.200
'[12:35:52.113 03/12/3299]',-0.053,-0.118,92.000
'[12:35:52.121 03/12/3299]',-0.053,-0.118,88.000
'[12:35:52.129 03/12/3299]',-0.053,-0.118,84.800
'[12:35:52.137 03/12/3299]',-0.053,-0.118,82.400
'[12:35:52.145 03/12/3299]',-0.053,-0.118,80.000
'[12:35:52.153 03/12/3299]',-0.053,-0.053,77.600
'[12:35:52.161 03/12/3299]',-0.066,-0.053,76.000
