CGID,LABEL
2353,"RN"
2355,"md"
2356,"rrt"
2358,
2359,"md"
2361,"md"
2362,"cda"
2364,"RN"
2365,"MD"
2367,"RN"
2368,"CoWkr"
2369,"RN"
2371,"UCO"
2372,"CoWker"
2373,"MD"
2375,"MD"
2376,"PA"
2378,"RN"
2379,"RN"
2380,"RN"
2381,"RRT"
2382,"RN"
2383,"RN"
2384,"NA"
2600,"MD"
2601,"MD"
2602,"MD"
2603,"MD"
2604,"MD"
2605,"RN"
2606,"MD"
2607,"MD"
2608,"CoWker"
2609,"RN"
2610,"RN"
2611,"MD"
2612,"MD"
2613,"MD"
2614,"MD"
2615,"MD"
2616,"CoWkr"
2617,"MD"
2618,"MD"
2619,"LICSW"
2620,"MD"
2621,"CoWkr"
2622,"MD"
2623,"MD"
2624,"MD"
2625,"MD"
2626,"MD"
2627,"MD"
2628,"MD"
2629,"MD"
2630,"MD"
2631,"MD"
2632,"MD"
2633,"MD"
2634,"MD"
2635,"MD"
2636,"MD"
2637,"MD"
2638,"MD"
2639,"MD"
2640,"MD"
2641,"MD"
2642,"MD"
2643,"MD"
2644,"MD"
2645,"MD"
2646,"MD"
2647,"RN"
2648,"RN"
2649,"MD"
2650,"MD"
2651,"RN"
2652,"MD"
2653,"RN"
2654,"RRT"
2655,"RN"
2656,"MD"
2657,"MD"
2658,"RN"
2659,"Co-Ord"
2660,"LICSW"
2661,"MD"
2662,"MD"
2663,"MD"
2664,"MD"
2665,"MD"
2666,"RN"
2667,"MD"
2668,"MedStu"
2669,"RN"
2670,"MD"
2671,"RN"
2672,"MD"
2673,"MD"
2674,"Rph"
2675,"MD"
2676,"RN"
2678,"RN"
2679,"Med St"
2681,"MD"
2682,"MD"
2684,"MD"
2685,"RN"
2686,"RN"
2688,"RN"
2689,"RN"
2691,"RN"
2692,"MD"
2694,"MD"
2695,"MD"
2697,"MD"
2698,"MD"
2699,"MD"
2701,"RN"
2702,"RN"
2704,"MD"
2705,"RN"
2707,"RN"
2708,"MD"
2709,"MD"
2711,"MD"
2712,"RN"
2714,"MD"
2715,"RN"
2717,"RRT"
2718,"MD"
2720,"RNC"
2721,"MD"
2722,"MD"
2724,"MD"
2725,"RN"
2727,"RN"
2728,"MD"
2730,"RN"
2731,"MD"
2732,"RN"
2734,"RN"
2735,"CoWker"
2737,"MD"
2738,"MD"
2740,"RN"
2741,"MedSt"
2742,"RRT"
2744,"MD"
2745,"MD"
2747,"RN"
2748,"RN"
2750,"RN"
2751,"RN"
2752,"RRT"
2754,"CoWker"
2755,"RN"
2757,"MD"
2758,"PA"
2760,"RN"
2761,"UCO"
2763,"RRT"
2764,"RN"
2766,"RN"
2767,"RN"
2769,"CoWker"
2770,"CoWker"
2772,"PA"
2773,"RN"
2774,"MD"
2776,"RN"
2777,"RN"
2779,"RN"
2780,"RN"
2782,"RN"
2783,"RN"
2784,"RN"
2786,"RRT"
2787,"H"
2789,"RN"
2790,"RN"
2792,"PA"
2793,"MD"
2795,"UCO"
2796,"RN"
2797,"MedStu"
2799,"MD"
2800,"RN"
2802,"MedStu"
2803,"RN"
2805,"MD"
2806,"MedStu"
2808,"RRT"
2809,"MD"
2810,"MD"
2811,"MD"
2812,"MD"
2813,"MD"
2385,"MD"
2386,"NEOB"
2387,"RN"
2388,"RN"
2389,"MD"
2390,"MD"
2391,"RPh"
2392,"MD"
2393,"RN"
2394,"RN"
2395,"RRT"
2396,"RN"
2397,"MD"
2398,"PhStud"
2399,"NEOB"
2400,"MD"
2401,"UCO"
2402,"MedSt."
2403,"PhStud"
2404,"RN"
2405,"MD"
2406,"RRT"
2407,"Med St"
2408,"PhStud"
2409,"MD"
2410,"PhStud"
2411,"MD"
2412,"RN"
2413,"RN"
2414,"MD"
2415,"MD"
2416,"RN"
2417,"MD"
2418,"MD"
2419,"MD"
2420,"MD"
2421,"RN"
2422,"MD"
2423,"RN"
2424,"PCT"
2425,"PA"
2426,"UA"
2427,"RRT"
2428,"RN"
2429,"RN"
2430,"NP"
2431,"PCT"
2432,"RN"
2433,"MD"
2434,"RN"
2435,"MD"
2436,"RN"
2437,"RN"
2438,"MD"
2439,"MD"
2440,"MD"
2441,"MD"
2442,"DInter"
2443,"RPh"
2444,"MD"
2445,"UCO"
2446,"MD"
2447,"MD"
2448,"MD"
2449,"Med ST"
2450,"RRT"
2451,
2452,"RRT"
2453,"DietIn"
2454,"MD"
2455,"PCT"
2456,"DietIn"
2457,"DietIn"
2458,"RN"
2459,"RN"
2460,"RN"
2461,"MD"
2462,"RPh"
2464,"DietIn"
2465,"MD"
2466,"RRT"
2468,"DietIn"
2469,"MD"
2471,"MD"
2472,"UA"
2474,"Co-Wk"
2475,"MD"
2476,"RRT"
2478,"UCO"
2479,"RN"
2480,"UA"
2482,"RPh"
2484,"MD"
2485,"RN"
2486,"RN"
2488,"RN"
2489,"MD"
2491,"MD"
2492,"MD"
2493,"RN"
2495,"RN"
2496,"RN"
2498,"MD"
2499,"RN"
2501,"RN"
2502,"MD"
2504,"MD"
2505,"MD"
2506,"RN"
2508,"RN"
2509,"MD"
2511,"RN"
2512,"RD"
2514,"RN"
2515,"MD"
2517,"MD"
2518,"RN"
2519,"RN"
2521,"MD"
2522,"MD"
2524,"MD"
2525,"MD"
2526,"MD"
2528,"RN"
2530,"UCO/PC"
2531,"MD"
2532,"RN"
2534,"MD"
2535,"MD"
2537,"RN"
2538,"RN"
2539,"RN"
2541,"MD"
2542,"RN"
2544,"MD"
2545,"MD"
2547,"MD"
2548,"MD"
2549,"MD"
2551,"MD"
2552,"MD"
2554,"MD"
2555,"MD"
2557,"MD"
2558,"MD"
2560,"RN"
2561,"MD"
2563,"MD"
2564,"MD"
2565,"RN"
2567,"RN"
2568,"MD"
2570,"UA"
2571,"MD"
2572,"MD"
2574,"DML"
2575,"MD"
2577,"MD"
2578,"MD"
2580,"MD"
2581,"MD"
2583,"MD"
2584,"MD"
2586,"MD"
2587,"MD"
2589,"MD"
2590,"MD"
2592,"MD"
2593,"MD"
2594,"MD"
2595,"MD"
2596,"MD"
2597,"MD"
2598,"MD"
2599,"MD"
1089,"RN"
1090,"RN"
1091,"RN"
1092,"RN"
1093,"MD"
1094,"MD"
1095,"RN"
1096,"MD"
1097,"RN"
1098,"MD"
1099,"RN"
1100,"MD"
1101,"MD"
1102,"MD"
1103,"MD"
1104,"CoWkr"
1105,"RN"
1106,"MD"
1107,"MD"
1108,"MD"
1109,"MD"
1110,"MD"
1111,"MD"
1112,"MD"
1113,"MD"
1114,"MD"
1115,"MD"
1116,"MD"
1117,"MD"
1118,"MD"
1119,"RN"
1120,"MD"
1121,"MD"
1122,"MD"
1123,"RN"
1124,"MD"
1125,"RN"
1126,"RN"
1127,"MD"
1128,"UA"
1129,"MD"
1130,"MD"
1131,"MD"
1132,"MD"
1133,"DML"
1134,"UCO/PC"
1135,"MD"
1136,"MD"
1137,"MD"
1138,"MD"
1139,"MD"
1140,"MD"
1141,"RN"
1142,"MD"
1143,"MD"
1144,"MD"
1145,"MD"
1146,"MD"
1147,"MD"
1148,"MD"
1149,"MD"
1150,"MD"
1151,"MD"
1152,"MD"
1153,"MD"
1154,"RRT"
1155,"MD"
1156,"MD"
1157,"MD"
1158,"RN"
1159,"RN"
1160,"MD"
1161,"RN"
1162,"MD"
1163,"RN"
1164,"MD"
1166,"MD"
1167,"MD"
1168,"RN"
1170,"CoWkr"
1171,"MD"
1173,"MD"
1174,"MD"
1176,"MD"
1177,"MD"
1179,"MD"
1180,"MD"
1181,"MD"
1183,"MD"
1184,"MD"
1185,"MD"
1187,"MD"
1188,"MD"
1190,"MD"
1191,"MD"
1193,"MD"
1194,"MD"
1196,"RN"
1197,"RN"
1199,"RRT"
1200,"MD"
1201,"MD"
1203,"MD"
1204,"MD"
1206,"MD"
1207,"MD"
1208,"MD"
1210,"MD"
1211,"CoWker"
1212,"RN"
1214,"MD"
1215,"MD"
1217,"CoWkr"
1218,"RN"
1220,"MD"
1221,"MD"
1222,"MD"
1224,"MD"
1225,"MD"
1227,"MD"
1228,"MD"
1229,"RN"
1231,"MD"
1232,"MD"
1233,"MD"
1235,"RN"
1236,"RN"
1238,"RN"
1239,"MD"
1241,"MD"
1242,"MD"
1243,"MD"
1245,"RN"
1246,"LICSW"
1248,"RN"
1249,"RN"
1251,"MD"
1252,"MD"
1254,"MedStu"
1255,"MD"
1257,"MD"
1258,"RN"
1259,"Rph"
1261,"MD"
1262,"MD"
1263,"Med St"
1265,"MD"
1266,"RN"
1268,"MD"
1269,"RN"
1270,"RN"
1272,"MD"
1273,"MD"
1275,"MD"
1276,"RN"
1278,"MedSt"
1279,"RN"
1281,"MD"
1282,"MD"
1283,"MedSt"
1285,"MD"
1286,"MD"
1288,"MD"
1289,"RN"
1291,"RN"
1292,"MD"
1293,"MD"
1295,"PA"
1296,"MD"
1297,"MedSt"
1298,"UCO"
1299,"RRT"
1300,"MD"
1301,"MD"
1302,"MD"
1303,"RN"
1304,"RN"
1305,"CoWker"
1306,"PA"
1307,"RN"
1308,"RPh"
1309,"PA"
1310,"RN"
1311,"RRT"
1312,"RRT"
1313,"RN"
1314,"RN"
1315,"MedStu"
1316,"MD"
1317,"MD"
1318,"MD"
1319,"MedStu"
1320,"RN"
4931,"RN"
1321,"MedStu"
1322,"RN"
1323,"MD"
1324,"MD"
1325,"MD"
1326,"MD"
1327,"MD"
1328,"MD"
1329,"RN"
1330,"MD"
1331,"MD"
1332,"MD"
1333,"MD"
1334,"MD"
1335,"MD"
1336,"MD"
1337,"RN"
1338,"MD"
1339,"StNurs"
1340,"RN"
1341,
1342,"PCT"
1343,"SRT"
1344,"SRT"
1345,"SRT"
1346,"MedStu"
1347,"MD"
1348,"SRT"
1349,"MD"
1350,"SRT"
1351,"MedStu"
1352,"RN"
1353,"MD"
1354,"RN"
1355,"MD"
1356,"MD"
1357,"CoWker"
1358,"MD"
1359,"MD"
1360,"Co-Wkr"
1361,"UCO"
1362,"RN,RPh"
1363,"CoWkr"
1364,"MD"
1365,"UCO"
1366,"MD"
1367,"StuRN"
1368,"LS"
1369,"MedStu"
1370,"MedSt"
1371,"MedStu"
1372,"RN"
1373,"MedStu"
1374,"RN"
1375,"RN"
1376,"RN"
1378,"RN"
1379,"MD"
1381,"RN"
1382,"RN"
1383,"RN"
1385,"RN"
1386,"RN"
1388,"RN"
1389,"RN"
1391,"MD"
1392,"RN"
1393,"RN"
1395,"RN"
1396,"RN"
1398,"RN"
1399,"RN"
1400,"MD"
1402,"MD"
1403,"RRT"
1405,"RN"
1406,"MD"
1408,"RN"
1409,"RN"
1411,"RN"
1412,"RN"
1414,"CoWker"
1415,"RN"
1417,"MedSt"
1418,"MD"
1419,"RRT"
1421,"RRT"
1422,"MD"
1424,"MD"
1425,"MD"
1426,"RN"
1428,"RRT"
1429,"MD"
1430,"RPh"
1432,"MD"
1433,"MD"
1435,"cowker"
1436,"RD"
1437,"RRT"
1439,"RN"
1440,"CoWkr"
1441,"MD"
1443,"SRT"
1444,"MD"
1446,"RRT"
1447,"MedSt"
1448,"SRT"
1450,"UCO"
1451,"MedSt"
1453,"MedSt"
1454,"MD"
1455,"SRN"
1457,"SRN"
1458,"SRN"
1460,"MD"
1461,"MD"
1463,"CoWker"
1464,"NA"
1465,"MD"
1467,"RN"
1468,"RN"
1469,"U A"
1471,"MD"
1472,"MD"
1474,"RN"
1475,"MedSt"
1477,"MD"
1478,"MedSt"
1479,"RN"
1481,"MD"
1482,"MD"
1484,"MD"
1485,"SRT"
1486,"SRT"
1488,"CoWker"
1489,"RN"
1491,"MD"
1492,"StResp"
1494,"SRT"
1495,"SRT"
1496,"CoWkr"
1498,"RN"
1499,"RN"
1501,"MD"
1502,"LPN"
1504,"RRT"
1505,"RN"
1506,"StPh"
1507,"MFD"
1508,"NA"
1509,"RTSt"
1510,"PCT"
1511,"MD"
1512,"RN"
1513,"MD"
1514,"RN"
1515,"LICSW"
1516,"RN"
1517,"PA"
1518,"UCO"
1519,"MD"
1520,"RN"
1521,"MD"
1522,"RN"
1523,"MD"
1524,
1525,"AR"
1526,"MD"
1527,"RN"
1528,"MD"
1529,"MD"
1530,"MD"
1531,
1532,"MD"
1533,"MD"
1534,"MD"
1535,"MD"
1536,"MD"
1537,"MD"
1538,"MD"
1539,"MD"
1540,"MD"
1541,"RRT"
1542,"RN"
1543,"MD"
1544,"CRT"
1545,"RN"
1546,"RRT"
1547,"OTR/L"
1548,"MD"
1549,"RN"
1550,"MD"
1551,"MD"
1552,"RPh"
1553,"LICSW"
1554,"MD"
1555,"LICSW"
1556,"MD"
1557,"UCO"
1558,"MD"
1559,"MD"
1560,"MD"
1561,"RN"
1562,"RN"
1563,"RN"
1564,"RN"
1565,"RN"
1566,"RN"
1567,"MD"
1568,"MD"
1569,"RPh"
1570,"MD"
1571,"RPh"
1572,"MD"
1573,"MD"
1574,"MD"
1575,"MD"
1576,"MD"
1577,"MD"
1578,"MD"
1579,"MD"
1580,"MD"
1581,"RPh"
1582,"MD"
1583,"RN"
1584,"RN"
1585,"RN"
1586,"RN"
1588,"RN"
1589,"RN"
1590,"MD"
1592,"RRT"
1593,"MD"
1595,"MD"
1596,"RRT"
1598,"RRT"
1599,"RPh"
1600,"PT"
1602,"RN"
1603,"MD"
1605,"RRT"
1606,"RN"
1608,"MD"
1609,"MD"
1611,"DI"
1612,"MD"
1614,"MD"
1615,"MD"
1616,"RN"
1618,"RN"
1619,"RN"
1621,"RN"
1622,"RN"
1624,"MD"
1625,"RRT"
1627,"RN"
1628,"RN"
1630,"RN"
1631,"RN"
1632,"MD"
1634,"MD"
1635,"RRT"
1637,"RRT"
1638,"RN"
1639,"RPh"
1641,"RN"
1642,"MD"
1644,"RPh"
1645,"MD"
1646,"RN"
1648,"MD"
1649,"MD"
1651,"MD"
1652,"MD"
1653,"RPh"
1655,"MD"
1656,"MD"
1658,"RN"
1659,"MD"
1661,"RN"
1662,"MD"
1664,"MD"
1665,"RN"
1666,"RN"
1668,"MD"
1669,"RRT"
1671,"RN"
1672,"MD"
1674,"MD"
1675,"RRT"
1677,"MD"
1678,"MD"
1679,"MD"
1681,"MD"
1682,"RN"
1684,"RPh"
1685,"MD"
1687,"MD"
1688,"MD"
1690,"MD"
1691,"MD"
1692,"MD"
1694,"MD"
1695,"MD"
1697,"MD"
1698,"RRT"
1700,"MD"
1701,"RN"
1703,"DI"
1704,"RN"
1706,"RN"
1707,"RN"
1709,"PT"
1710,"RN"
1712,"RN"
1713,"MD"
1715,"MD"
1716,"RN"
1718,
1719,"MD"
1720,"MD"
1721,"MD"
1722,"RN"
1723,"MD"
1724,"MD"
1725,"MD"
1726,"MD"
1727,"RPh"
1728,"MD"
1729,"RN"
1730,"RN"
1731,"RN"
1732,"RN"
1733,"RN"
1734,"RPh"
1735,"RN"
1736,"RPh"
1737,"RRT"
1738,"RRT"
1739,"MD"
1740,"RN"
1741,"RN"
1742,"RN"
1743,"RN"
1744,"MD"
1745,"MD"
1746,"MD"
1747,"RN"
1748,"RN"
1749,"RN"
1750,"RN"
1751,"RN"
1752,"RN"
1753,"RN"
1754,"MD"
1755,"MD"
1756,"MD"
1757,"MD"
1758,"RN"
1759,"MD"
1760,"MD"
1761,"RN"
1762,"OTR/L"
1763,"MD"
1764,"MD"
1765,"MD"
1766,"MD"
1767,"MD"
1768,"RPh"
1769,"MD"
1770,"CoWork"
1771,"RN"
1772,"RRT"
1773,"MD"
1774,"RN"
1775,"RN"
1776,"RN"
1777,"MD"
1778,"RPh"
1779,"MD"
1780,"MD"
1781,"MD"
1782,"RPh"
1783,"MD"
1784,"MD"
1785,"MD"
1786,"MD"
1787,"MD"
1788,"MD"
1789,"RPh"
1790,"RN"
1791,"MD"
1792,"PT"
1793,"RPh"
1794,"MD"
1795,"RN"
1796,"UA"
1797,"RN"
1798,"MD"
1799,"RN"
1800,"MD"
1801,"RPh"
1802,"CoWker"
1803,"PT"
1804,"RRT"
1806,"MD"
1807,"RN"
1809,"MD"
1810,"MD"
1811,"MD"
1813,"RRT"
1814,"MD"
1816,"PT"
1817,"MD"
1819,"RRT"
1820,"UA"
1821,"MD"
1823,"MD"
1824,"MD"
1826,"RN"
1827,"RN"
1829,"RN"
1830,"MD"
1832,"MD"
1833,"RN"
1835,"MD"
1837,"MD"
1838,"MD"
1839,"MD"
1841,"RRT"
1842,"MD"
1844,"D"
1845,"PT"
1846,"RN"
1848,"MD"
1849,"CoWker"
1851,"RRT"
1852,"MD"
1854,"MD"
1855,"MD"
1857,"MD"
1858,"MD"
1859,"UA"
1861,"MD"
1862,"RN"
1864,"RN"
1866,"RD"
1867,"MD"
1869,"RN"
1870,"RD"
1872,"MD"
1873,"MD"
1874,"RN"
1876,"RRT"
1878,"MD"
1879,"MD"
1880,"MD"
1882,"MD"
1883,"MD"
1885,"MD"
1886,"MD"
1888,"MD"
1889,"MD"
1891,"MD"
1892,"RPh"
1894,"MD"
1895,"CoWork"
1897,"NP"
1898,"MD"
1900,"RN"
1901,"RN"
1903,"RN"
1904,"MD"
1905,"MD"
1907,"RN"
1908,"RRT"
1910,"MD"
1911,"RN"
1913,"MD"
1914,"RN"
1916,"DI"
1917,"MD"
1919,"RPh"
1920,"MD"
1921,"MD"
1923,"RN"
1924,"RN"
1926,"RN"
1927,"MD"
1929,"CRT"
1930,"MD"
1932,"RN"
1933,"RN"
1935,"RN"
1936,"UA"
1937,"MD"
1939,"RN"
1940,"RN"
1941,"RN"
1942,"RRT"
1943,"RN"
1944,"RPh"
1945,"RPh"
1946,"RN"
1947,"MD"
1948,"RPh"
3897,"MD"
3898,"PhStud"
3899,"MD"
3900,"MedSt."
3901,"PhStud"
3902,"RN"
3903,"MD"
3904,"RRT"
3905,"Med St"
3906,"PhStud"
3907,"MD"
3908,"PhStud"
3909,"MD"
3910,"RN"
3911,"MD"
3912,"MD"
3913,"RN"
3914,"MD"
3915,"MD"
3916,"UCO"
3917,"RN"
3918,"PCT"
3919,"RN"
3920,"MD"
3921,"MD"
3922,"RN"
3923,"MD"
3924,"MD"
3925,"PCT"
3926,"PA"
3927,"UA"
3928,"RRT"
3929,"RN"
3930,"NP"
3931,"RN"
3932,"RN"
3933,"RN"
3934,"MD"
3935,"MD"
3936,"MD"
3937,"MD"
3938,"RN"
3939,"MD"
3940,"MD"
3941,"DInter"
3942,"RPh"
3943,"UCO"
3944,"RRT"
3945,"DietIn"
3946,"PCT"
3947,"DietIn"
3948,"DietIn"
3949,"RN"
3950,"RN"
3951,"RN"
3952,"RN"
3953,"DietIn"
3954,"MD"
3955,"RN"
3956,"DietIn"
3957,"MD"
3958,"MD"
3959,"Med ST"
3960,"RRT"
3961,"MD"
3962,"MD"
3963,"RPh"
3964,"RRT"
3965,"MD"
3966,"MD"
3967,"MD"
3968,"MD"
3969,"UA"
3970,
3972,"MD"
3973,"Co-Wk"
3975,"RRT"
8716,"MS"
8718,"MS"
8720,"MS"
8721,"DI"
8722,"DI"
8724,"DI"
8725,"DI"
8727,"DI"
8728,"DI"
8730,"DI"
8731,"DI"
8732,"DI"
8734,"DI"
8735,"DI"
8737,"DI"
8738,"DI"
8739,"DI"
8741,"DI"
8742,"DI"
8743,"DI"
8745,"Rn"
8746,"Rn"
8748,"RN"
8749,"RN"
8750,"RN"
8751,"RN"
8752,"RN"
8753,"RN"
8754,"RPH"
8755,"RPH"
8756,"RPH"
8757,"RN"
8758,"RN"
8759,"RN"
8760,"RNStu"
8761,"RNStu"
8762,"StuNur"
8763,"StuNur"
8764,"Unit A"
8765,"Unit A"
8766,"Unit A"
8767,"St"
8768,"St"
8769,"St"
8770,"StuNur"
8771,"StuNur"
8772,"rn"
8773,"rn"
8774,"rn"
8775,"RN"
8776,"RN"
8777,"RN"
8995,"MS"
8996,"MS"
8997,"RN"
8998,"RN"
8999,"RN"
9000,"MS"
9001,"MS"
9002,"MS"
9003,"RN"
9004,"RN"
9005,"RN"
9006,"MS"
9007,"MS"
9008,"MS"
9009,"StNuIV"
9010,"StNuIV"
9011,"StNuIV"
9012,"StNuIV"
9013,"StNuIV"
9014,"StNuIV"
9015,"StNuIV"
9016,"StNuIV"
9017,"PCT"
9018,"PCT"
9019,"PCT"
9020,"RN"
9021,"RN"
9022,"RN"
9023,"RTS"
9024,"RTS"
9025,"RTS"
9026,"RTS"
9027,"RTS"
9028,"RTS"
9029,"rts"
9030,"rts"
9031,"rts"
9032,"RN"
9033,"RN"
9034,"RN"
9035,"RN"
9036,"RN"
9037,"RN"
9038,"ms"
9039,"ms"
9040,"ms"
9041,"MDs"
9042,"MDs"
9043,"MDs"
9044,"RN"
9045,"RN"
9046,"UCO"
9047,"UCO"
9048,"UCO"
9050,"studen"
9051,"studen"
9053,"Stu"
9054,"Stu"
9055,"Stu"
9057,"Stu"
9058,"Stu"
9060,"Stu"
9061,"RN"
9063,"RN"
9064,"Stu"
9065,"Stu"
9067,"Stu"
9068,"Stu"
9070,"RRT"
9071,"RRT"
9073,"RN"
9074,"RRT"
9076,"RRT"
9077,"Dr"
9079,"Dr"
9081,"MSIV"
9082,"RPH"
9083,"RPH"
9085,"RRT"
9086,"RRT"
9088,"PA"
9089,"PA"
9091,"RN"
9092,"RN"
9093,"RN"
9095,"RN"
9096,"RN"
9098,"PCT"
9099,"PCT"
9101,"PCT"
9102,"PCT"
9104,"RN"
9105,"AL"
9107,"AL"
9108,"RN"
9110,"RN"
9111,"RPH"
9113,"RPH"
9114,"RPH"
9116,"RPH"
9117,"RPH"
9118,"RPH"
9120,"RHP"
9121,"RHP"
9123,"RN"
9124,"RN"
9126,"RPH"
9127,"RPH"
9129,"MS"
9130,"MS"
9132,"Coordi"
9133,"Coordi"
9135,"Coor"
9136,"Coor"
9137,"Coor"
9139,"MD"
9140,"MD"
9142,"Stu"
9143,"Stu"
9144,"UCO"
9146,"UCO"
9147,"MS"
9149,"MS"
9150,"PCA"
9152,"PCA"
9153,"RRT"
9154,"RRT"
9156,"HMS"
9157,"HMS"
9159,"NP"
9160,"NP"
9161,"NP"
9163,"RRT"
9164,"RRT"
9166,"UC"
9167,"UC"
9168,"RN"
9170,"RN"
9171,"RN"
9173,"RN"
9174,"RT"
9176,"RT"
9177,"CPhT"
9178,"CPhT"
9179,"CPhT"
9180,"RTS"
9181,"RTS"
9182,"RTS"
9183,"Par"
9184,"Par"
9185,"Par"
9186,"St"
9187,"St"
9188,"St"
9189,"MS"
9190,"MS"
9191,"MS"
9192,"MedSt"
9193,"MedSt"
9194,"MedSt"
9195,"RN"
9196,"RN"
9197,"RN"
9198,"RPH"
9199,"RPH"
9200,"RPH"
9201,"MS"
9202,"MS"
9203,"MS"
9204,"RN"
9205,"RN"
9206,"RN"
9207,"RN"
9208,"RN"
9209,"RN"
8778,"RN"
8779,"RN"
8780,"RN"
8781,"MS"
8782,"MS"
8783,"MS"
8784,"ms"
8785,"ms"
8786,"ms"
8787,"ms"
8788,"ms"
8789,"ms"
8790,"MSIV"
8791,"MSIV"
8792,"MS"
8793,"MS"
8794,"MS"
8795,"RN"
8796,"RN"
8797,"RN"
8798,"RN"
8799,"RN"
8800,"RN"
8801,"RN"
8802,"RN"
8803,"RN"
8804,"RN"
8805,"RN"
8806,"RN"
8807,"SRT"
8808,"SRT"
8809,"SRT"
8810,"SRT"
8811,"SRT"
8812,"SRT"
8813,"SRT"
8814,"SRT"
8815,"SRT"
8816,"SRT"
8817,"SRT"
8818,"SRT"
8819,"SRT"
8820,"SRT"
8821,"SRT"
8822,"RT"
8823,"RT"
8824,"RT"
8825,"MS"
8826,"MS"
8827,"MS"
8828,"MS"
8830,"MS"
8831,"MS"
8833,"MS"
8835,"MS"
8836,"MS"
8837,"MS"
8839,"MS"
8841,"MS"
8842,"MS"
8843,"MS"
8845,"MS"
8846,"MS"
8848,"MS"
8849,"UA"
8851,"MS"
8852,"MS"
8854,"RN"
8855,"RN"
8857,"NP"
8858,"NP"
8860,"MS"
8861,"MS"
8862,"MS"
8864,"MDs"
8865,"MDs"
8867,"MS"
8868,"MS"
8870,"MD"
8871,"MD"
8873,"HMSIV"
8874,"HMSIV"
8876,"PharmD"
8877,"PharmD"
8878,"MD"
8880,"MD"
8881,"UCO"
8883,"UCO"
8884,"RN"
8885,"RN"
8887,"RN"
8888,"RN"
8890,"MDs"
8891,"MDs"
8892,"MDs"
8894,"RN"
8895,"RN"
8897,"MDs"
8898,"MDs"
8900,"CCP"
8901,"CCP"
8902,"RN"
8904,"RN"
8905,"NPS"
8907,"NPS"
8908,"RN"
8909,"RN"
8911,"RN"
8912,"RN"
8914,"RN"
8915,"RN"
8917,"RN"
8918,"RN"
8919,"RN"
8921,"VS"
8922,"VS"
8924,"MD"
8925,"MD"
8926,"MS"
8928,"MS"
8929,"PC"
8931,"MSIV"
8932,"MSIV"
8934,"MD"
8935,"SWInt"
8936,"SWInt"
8938,"Ph Stu"
8939,"Ph Stu"
8941,"Ph.Stu"
8942,"Ph.Stu"
8944,"Ph.Stu"
8945,"Ph.Stu"
8946,"Ph.Stu"
8948,"Ph.Stu"
8949,"Ph.Stu"
8951,"Ph.Stu"
8952,"Ph.Stu"
8953,"Stn MD"
8955,"Stn MD"
8956,"MS"
8957,"MS"
8959,"MD"
8960,"MD"
8962,"UA"
8963,"UA"
8964,"UA"
8965,"PCA"
8966,"PCA"
8967,"PCA"
8968,"PCA"
8969,"PCA"
8970,"PCA"
8971,"PCA"
8972,"PCA"
8973,"Coopst"
8974,"Coopst"
8975,"Coopst"
8976,"CRA"
8977,"CRA"
8978,"CRA"
8979,"RPHS"
8980,"RPHS"
8981,"RPHS"
8982,"UC"
8983,"UC"
8984,"UC"
8985,"MS"
8986,"MS"
8987,"MS"
8988,"RRT"
8989,"RRT"
8990,"RRT"
8991,"RN"
8992,"RN"
8993,"RN"
8994,"MS"
7496,"DI"
7497,"DI"
7498,"DI"
7499,"DI"
7500,"DI"
7501,"DI"
7502,"DI"
7503,"DI"
7504,"DI"
7505,"DI"
7506,"DI"
7507,"MD"
7508,"MD"
7509,"MD"
7510,"MD"
7511,"MD"
7512,"MD"
7513,"MD"
7514,"MD"
7515,"MD"
7516,"MD"
7517,"MD"
7518,"MD"
7519,"MD"
7520,"MD"
7521,
7522,
7523,"MD"
7524,"MD"
7525,"MD"
7526,"DI"
7527,"DI"
7528,"DI"
7529,"RN"
7530,"RN"
7531,"RN"
7532,"UC"
7533,"UC"
7534,"UC"
7535,"RN"
7536,"RN"
7537,"RN"
7538,"NNP"
7539,"NNP"
7540,"RN"
7541,"RN"
7542,"RN"
7543,"UA"
7544,"UA"
7545,"UA"
7546,"RRts"
7547,"RRts"
7549,"MS"
7550,"MS"
7552,"MS"
7553,"MS"
7555,"MS"
7556,"MS"
7557,"MS"
7559,"MD"
7560,"MD"
7562,"MD"
7563,"MD"
7565,"RT"
7567,"NSV"
7568,"NSV"
7570,"RN"
7571,"RN"
7572,"RN"
7574,"RN"
7575,"MS"
7576,"MS"
7578,"MS"
7579,"MS"
7581,"MS"
7582,"MS"
7584,"RN"
7585,"RN"
7587,"MS"
7588,"MS"
7589,"MS"
7591,"CO-Op"
7592,"CO-Op"
7593,"RN"
7595,"RN"
7597,"RRT"
7598,"RRT"
7600,"RN"
7601,"RN"
7602,"RN"
7604,"RN"
7605,"RN"
7607,"RN"
7608,"RN"
7609,"RN"
7611,"MD"
7612,"MD"
7614,"SRT"
7615,"SRT"
7617,"SRT"
7618,"SRT"
7620,"SRT"
7621,"SRT"
7623,"RRT"
7624,"RRT"
7625,"RRT"
7627,"SRT"
7628,"SRT"
7630,"RN"
7631,"RN"
7633,"RN"
7634,"RN"
7635,"CoOpst"
7637,"CoOpst"
7638,"RN"
7639,"RN"
7641,"RN"
7642,"RN"
7644,"PCT"
7645,"PCT"
7646,"RN"
