ITEMID,LABEL,CATEGORY,DESCRIPTION
3243,"RUPPER ARM FISTULA",,
3244,"RT FEM A-LINE",,
3245,"ileostomy",,
3246,"MULTPODIS SPLINT",,
3248,"mittens",,
3249,"BEDBATH",,
3250,"Nephrostomy tube",,
3253,"Sigh Breath/Pressure",,
3254,"High minute Vent.",,
3256,"L ulnar ABP",,
3257,"XIGRIS @ 1.66 MG/HR",,
3258,"d10w",,
3259,"mv",,
3260,"high minnute volume",,
3262,"extremities elevated",,
3263,"BATHED",,
3264,"MULTI PODUS SPLINTS",,
3265,"ecmo flow",,
3268,"INSP TIME",,
3269,"XIGRIS MG/HR",,
3270,"aprotinin ml/hr",,
3271,"insp time",,
3274,"domeboro soaks",,
3277,"NICARDIPINE--MG/HR",,
3281,"Xigres mg/hr",,
3283,"warm pack to lt arm",,
3285,"ROTATION ON/OFF",,
3286,"solumedrol",,
3288,"02 sat  Pre/Post",,
3291,"Abdominal Appearance",,
3292,"Abdominal Color",,
3293,"Abdominal Exam",,
3294,"Abdominal Girth (cm)",,
3295,"Abdominal Loops",,
3296,"Abnormalities",,
3297,"Airleak",,
3298,"Albuterol MDI",,
3299,"Albuterol MiniNeb",,
3302,"Amphotericin",,
3303,"Ampicillin",,
3304,"Anterior Fontanelle",,
3306,"Apnea/Duration[secs]",,
3307,"Appearance",,
3309,"Atrovent MDI",,
3310,"Auditory Evokes",,
3311,"BP Alarm [Lo/Hi]",,
3312,"BP Cuff [Mean]",,
3313,"BP Cuff [S/D]",,
3314,"BP Left Arm [Mean]",,
3315,"BP Left Arm [S/D]",,
3316,"BP Left Leg [Mean]",,
3317,"BP Left Leg [S/D]",,
3318,"BP PAL [Mean]",,
3319,"BP PAL [S/D]",,
3320,"BP Right Arm [Mean]",,
3321,"BP Right Arm [S/D]",,
3322,"BP Right Leg [Mean]",,
3323,"BP Right Leg [S/D]",,
3324,"BP UAC [Mean]",,
3325,"BP UAC [S/D]",,
3326,"Babygram",,
3327,"Bag & Mask Present",,
3328,"Behavioral State",,
3329,"BehavioralIntervent",,
3330,"Bicitra",,
3331,"Blink Reflex [L/R]",,
3333,"Blood Cultures",,
3334,"Blood Out",,
3335,"Boundaries",,
3336,"Breast Assessment",,
3337,"Breath Rate",,
3338,"Breath Sounds [L]",,
3339,"Breath Sounds [R]",,
3340,"Bruising/Location",,
3341,"CBC",,
3343,"CT Scan",,
3344,"CVL Dressing Change",,
3345,"CVP Alarm [Lo/Hi]",,
3346,"Caffeine",,
3347,"Calcium Gluconate",,
3348,"Capillary Refill",,
3349,"Captopril",,
3350,"Caput",,
3351,"Car SafetySeatScreen",,
3352,"Cardiac Echo",,
3353,"Cardiac Murmur",,
3354,"Cardiac Rhythm",,
3356,"Cephalohematoma",,
3358,"Chest Appearance",,
3359,"Chest Circum    (cm)",,
3362,"Chest Tube Assessm't",,
3363,"Chest Tube Site 1",,
3364,"Chest Tube Site 2",,
3365,"Chest Tube Suction",,
3366,"Chest X-Ray",,
3367,"Circumcision",,
3369,"Clindamycin",,
3370,"Cobedding",,
3372,"Color",,
3373,"Color (Overall)",,
3374,"Color Change",,
3376,"Combivent",,
3377,"Combivent MDI",,
3378,"Consent for visitors",,
3380,"Cry",,
3381,"Cyclogyl",,
3382,"Cyclomydril",,
3383,"DTaP",,
3384,"Dad held infant",,
3385,"Dad in to visit",,
3386,"Day of Life",,
3388,"Decadron",,
3390,"Diamox",,
3391,"Direct Coombs",,
3392,"Directed Donor",,
3393,"Disease State",,
3394,"Diuril",,
3396,"ECG",,
3397,"EEG",,
3398,"ETT (Re)Taped",,
3399,"ETT Changed",,
3400,"ETT Size",,
3401,"ETT Sx Color",,
3402,"ETT Sx Quality",,
3403,"ETT Sx Quantity",,
3404,"ETT Taped at (cm)",,
3405,"Edema/Location",,
3407,"Enteral In for Calc.",,
3408,"Environment",,
3409,"Environmental Interv",,
3411,"Equip Change [MM/DD]",,
3412,"Erythromycin Oint.",,
3414,"Excoriated",,
3416,"Eye Abnormalities",,
3417,"Eye Drainage [L/R]",,
3418,"Eye Lids",,
3419,"Eye Shields",,
3420,"FIO2",,
3421,"FIO2 Alarm [Lo/Hi]",,
3422,"FIO2 [Meas]",,
3423,"Family Meeting held",,
3424,"Family Mtg. Planned",,
3425,"FeSO4",,
3426,"Feeding",,
3427,"Feeding Tube Check",,
3428,"Feeding Tube Loc",,
3429,"Feeding Tube Size",,
3430,"Feeding Tube Type",,
3432,"Fentanyl",,
3433,"Fever",,
3436,"Flowrate (cc/min)",,
3437,"Flowrate (l/m)",,
3438,"Fluid In for Calc.",,
3439,"Furosemide/Lasix",,
3442,"Gastric Secretions",,
3444,"Genitalia",,
3445,"Gentamicin",,
3446,"Gestational Age",,
3447,"Glucose Monitor #",,
3448,"Grandparents Visit",,
3449,"Grasp",,
3450,"HR Alarm [Lo/Hi]",,
3451,"Head Circ       (cm)",,
3452,"Head US",,
3453,"Head of Bed",,
3454,"Heptavax",,
3455,"Hernia Left",,
3456,"Hernia Right",,
3457,"Hertz",,
3458,"HiB Vaccine",,
3459,"High Pressure Relief",,
3460,"Humidity Temp [Meas]",,
3463,"Hydrocortisone",,
3465,"IV #1 Location",,
3466,"IV #2 Location",,
3467,"IV #3 Location",,
3468,"IV #4 Location",,
3469,"IV #5 Location",,
3471,"IV Site #5",,
3472,"Image Transmission",,
3474,"Indomethacin/Indocin",,
3475,"Infant ABO/Rh",,
3476,"Infant Position",,
3477,"Infant's Behavior",,
3479,"Intervention",,
3480,"InterventionAssess",,
3482,"KUB",,
3483,"Kangaroo Care[Tm/Tl]",,
3484,"Latch On",,
3485,"Length   Calc   (cm)",,
3486,"Length in Inches",,
3487,"Lesions",,
3488,"Lipid Change Q 12 hr",,
3489,"Lips",,
3490,"Liver",,
3492,"Lorazepam/Ativan",,
3494,"Lowest Heart Rate",,
3495,"Lowest SaO2",,
3496,"Lumbar Puncture",,
3497,"MAWP Alarm [Lo/Hi]",,
3498,"MRI",,
3502,"Mean PAW",,
3503,"Mean PAW [Meas]",,
3504,"Midazolam/Versed",,
3509,"Mode",,
3510,"Molding",,
3511,"Mom held Infant",,
3512,"Mom in to Visit",,
3513,"Moro Reflex",,
3514,"Mottles",,
3516,"Multi-Vitamins",,
3517,"Murmur Description",,
3518,"Murmur Intensity",,
3519,"Muscle Tone",,
3520,"Muscular Abnormality",,
3521,"Myoclonic Jerks",,
3522,"NG Feedings",,
3523,"NG Tube Taped at:",,
3524,"NGT Placement",,
3525,"NICU Procedures",,
3528,"Na Bicarbonate",,
3530,"Narcotic Analgesic",,
3531,"Nares Patent [L/R]",,
3532,"Nasal Congestion",,
3536,"Nasal Sx Color",,
3537,"Nasal Sx Quality",,
3538,"Nasal Sx Quantity",,
3539,"Neonatal Opium Solut",,
3540,"Nipple Type",,
3543,"O2 Administration",,
3544,"O2 Analyzer Cal",,
3545,"O2 Sat W/Seizure",,
3546,"O2 Tubing Present",,
3547,"OG/NG Residual",,
3548,"Oral Abnormalities",,
3549,"Oral Sx Color",,
3550,"Oral Sx Quality",,
3551,"Oral Sx Quantity",,
3553,"Ostomy Bag Change",,
3554,"Oxacillin",,
3555,"PEEP Alarm",,
3556,"PIP Alarm",,
832,"Procan Napa","Drug Level",
833,"RBC","Hematology",
834,"SaO2","ABG's",
835,"Sed Rate","Hematology",
836,"Serum Osmolality","Chemistry",
837,"Sodium (135-148)","Chemistry",
838,"SvO2","Mixed Venous Gases",
842,"Theophylline","Drug Level",
844,"Thrombin (16-21)","Coags",
845,"Tobramycin/Peak","Drug Level",
846,"Tobramycin/Random","Drug Level",
847,"Tobramycin/Trough","Drug Level",
848,"Total Bili (0-1.5)","Chemistry",
849,"Total Protein(6.5-8)","Chemistry",
850,"Triglyceride (0-200)","Chemistry",
851,"Troponin","Enzymes",
852,"Tylenol","Drug Level",
853,"Uric Acid (2.7-7.0)","Chemistry",
854,"Vancomycin/Peak","Drug Level",
855,"Vancomycin/Random","Drug Level",
856,"Vancomycin/Trough","Drug Level",
857,"Venous CO2(Calc)","VBG'S",
858,"Venous PvCO2","VBG's",
859,"Venous PvO2","Mixed Venous Gases",
860,"Venous pH","VBG's",
861,"WBC (4-11,000)","Hematology",
916,"Allergy 1",,
917,"Diagnosis/op",,
919,"Service",,
920,"Admit Ht",,
924,"Readmission",,
925,"Marital Status",,
926,"Religion",,
927,"Allergy 2",,
930,"Ext",,
935,"Allergy 3",,
938,"blood cultures",,
940,"trach care",,
941,"urine culture",,
942,"BLOOD CULTURES",,
944,"Chest PT",,
946,"STV",,
956,"CPT",,
964,"THAM CC/HR",,
968,"EKG",,
970,"TRACH CARE",,
972,"passy muir valve",,
977,"TRACHE CARE",,
981,"dilaudid",,
983,"LEECH THERAPY",,
986,"ABG Hct",,
987,"Clot to Blood Bank",,
993,"bladder pressure",,
996,"BLADDER PRESSURE",,
1000,"cisatricurium",,
1001,"rotation",,
1003,"cuff pressure",,
1010,"High exhaled min vol",,
1011,"urine osmolarity",,
1015,"PASSY MUIR VALVE",,
1019,"THIGH HI TEDS",,
1022,"Trach care",,
1023,"cisatra mcg/kg/min",,
1027,"abdominal binder",,
1028,"Cisatracurium",,
1029,"INCENTIVE SPIROMETER",,
1032,"Hi/minute/vol/alarm",,
1034,"RA SAT",,
1035,"WEDGE SAT",,
1036,"protonics",,
1037,"O2 %",,
1038,"Hi/minute/vols alarm",,
1039,"MDI #4",,
1040,"BIpap FIO2",,
1041,"flap doppler",,
1042,"acetomenophen",,
1043,"Less Restrict Meas.",,
1044,"Pain Level",,
1045,"Pain Level/Response",,
1046,"Pain Present",,
1047,"Range of Motion",,
1048,"zzzn Management",,
1049,"AICD",,
1050,"left thigh hematoma",,
1051,"passy-muir valve",,
1052,"rocuronium",,
1053,"bed/bath linen",,
1054,"protonix",,
1055,"Hi/Minute/vol/alarm",,
1056,"chest pt",,
1057,"edema",,
1058,"foley cath. care",,
1059,"shampoo hair",,
1060,"ammonia",,
1061,"mulitpodis boots",,
1062,"PMV on/off",,
1063,"bath",,
1066,"shave",,
1067,"apnea test",,
1069,"seizure activity",,
1070,"shampoo",,
1077,"HAIR WASHED",,
1078,"BATH",,
1079,"INV#1Chg o/Wire Date",,
1080,"INV#2Chg o/Wire Date",,
1081,"INV#3Chg o/Wire Date",,
1082,"INV#4Chg o/Wire Date",,
1083,"INV#5Chg o/Wire Date",,
1084,"INV#6Chg o/Wire Date",,
1085,"INV#7Chg o/Wire Date",,
1086,"INV#8Chg o/Wire Date",,
1087,"Pain Assess Method",,
1089,"PainLevel Acceptable",,
1090,"Ramsey SedationScale",,
1091,"Trach Insert Date",,
1092,"zzzzz Date",,
1093,"coccyx drsg change",,
1094,"PODUS BOOT",,
1095,"cuff leak present",,
1096,"Auto-PEEP level",,
1097,"Pantoprazole  mg/hr",,
1098,"cisatracurium mg/kg",,
1099,"tegretol",,
1100,"PRESSURE BAG R.GROIN",,
1101,"PROTONIX",,
1102,"high exhaled min vol",,
1103,"cvp",,
1104,"HI/Minute/vol/alarm",,
1106,"Meperidine mg/hr",,
1107,"DEMEROL DRIP",,
1108,"mucomyst",,
1110,"drsg change",,
1111,"PEG TUBE DRESSING",,
1112,"l/r heel drsg change",,
1113,"sacral drsg change",,
1114,"FOLLOWS CONSISTENTLY",,
1115,"passey muir valve",,
1116,"passey-muir valve",,
1117,"PASSEY MUIR VALVE",,
1118,"multipodus boot",,
1119,"seizure pads",,
1120,"trach",,
1121,"HI/Minute/Vol/Alarm",,
1122,"lepirudin",,
1123,"dsg change to coccyx",,
1124,"NESIRITIDE",,
1125,"Service Type",,
1126,"Art.pH","ABG",
1127,"WBC   (4-11,000)","Hematology",
1133,"Multi-podis boots",,
1134,"pad change",,
1135,"PAD CHANGE",,
1136,"vasopressin",,
1162,"BUN",,
1165,"Hgb",,
1187,"demerol",,
1188,"dressing change",,
1189,"finger stick",,
1190,"natrecor mcg/kg/min",,
1191,"Glucometer",,
1192,"Pericardial Pressure",,
1193,"L. ARM SLING",,
1194,"natrecor",,
1195,"HFI Bias Flow:",,
1196,"HFO % I time",,
1197,"HFO Amplitude",,
1198,"HFO Frq. (Hz)",,
1199,"HFO MAP",,
1200,"High MAP Alarm",,
1201,"Low MAP alarm",,
1202,"bathed",,
1203,"fleets enema",,
1204,"Bias Flow",,
1205,"HFO Amplitude deta P",,
1206,"HFO FIO2:",,
1207,"HFO Hz:",,
1208,"HFO max pres. alarm",,
1209,"HFO mean airway Pres",,
1210,"HFO min. pres. alarm",,
1211,"Insp Time %",,
1212,"EOMs",,
1213,"shoulder shrug r/l",,
1214,"smile",,
1215,"swallow",,
1216,"tongue",,
1217,"vision",,
1218,"rotating bed",,
1219,"PASat",,
1220,"Psa02",,
1221,"RAD. ALINE",,
1222,"VASOPRESSIN",,
1223,"HIGH EXHALED MIN VOL",,
1224,"Heliox PSI",,
1225,"check bruit l arm",,
1226,"Pantoprazole mg/hr",,
1227,"autopeep",,
1228,"aerosol mask",,
1229,"sling",,
1230,"peri care",,
1231,"side rails padded",,
1232,"RLE Aspiration Site",,
1233,"heliox",,
1286,"PT",,
1310,"FINGERSTICK GLUCOSE.",,
1311,"XIGRIS",,
1312,"abductor pillow",,
1313,"High Exhaled min vol",,
1314,"r leg drsg change",,
1315,"T-pice",,
1316,"left foot dressing",,
1317,"DEMEROL",,
1321,"map",,
1322,"rad. aline",,
1323,"high exhaled min.vol",,
1324,"nif",,
1325,"vc",,
1326,"chest tube drsgs.",,
1327,"vasopressin unit/min",,
1328,"Cartridge/Bag Change",,
1329,"Initials (2 RNs)",,
1330,"Med Wasted/Amt",,
1331,"Protonix mg/hr",,
1332,"pulse",,
1333,"perineum care",,
1334,"MDI # 4 (drug/puffs)",,
1335,"Tacrolimus",,
1336,"Protonix",,
1337,"Riker-SAS Scale",,
1338,"L stump dsg changed",,
1339,"bed rotation q2hrs.",,
1340,"high minute volume",,
1341,"PULSE",,
1342,"fentanyl",,
1343,"versed",,
1346,"l upper body drsg",,
1348,"podus boots",,
1350,"ionized calcium",,
1352,"urine pH",,
1353,"multi podus",,
1354,"vanco peak",,
1355,"Fentanyl IV",,
1356,"Rubinul IV",,
1357,"versed IV",,
1358,"ciwa",,
1359,"complete bath",,
1360,"face mask 02%",,
1361,"mcgs Fentanyl IV",,
1362,"mg Versed IV",,
1363,"Bivalirudin",,
1364,"ALCOHOL BATH",,
1365,"periph edema",,
1366,"CCI",,
1367,"CCO",,
1368,"dressing changes",,
1369,"COMPLETE BATH",,
1370,"Demerol",,
1371,"cco",,
1372,"ci",,
1373,"svr",,
1374,"ICP Right",,
1375,"bed bath",,
1376,"NEB",,
1377,"bivalirudin",,
1378,"Continuous CI",,
1379,"Continuous CO",,
1380,"High exhaled min.vol",,
1381,"ARGATROBAN",,
1382,"bedbath",,
1383,"high minute vol.",,
1384,"MultiPodus Splints",,
1385,"NO tank",,
1386,"nitric",,
1387,"Multipodus Splints",,
1388,"decub drsg.",,
1389,"egg crate",,
1390,"DO2",,
1391,"DO2I",,
1393,"F-Ideal Body Wgt Kg",,
1394,"Height Inches",,
1395,"M-Ideal Body Wgt Kg",,
1397,"RSBI (<100)",,
1398,"RVEDV",,
1401,"zzO2AV",,
1402,"zzO2AVI",,
1404,"Bladder pressure",,
1405,"L AND R CALF DRSG",,
1406,"L AND R HEEL DRSG",,
1407,"CIWA SCALE",,
1408,"foley irrigated.",,
1409,"incentive spiromety",,
1410,"IS",,
1411,"Bladder Pressure",,
1412,"fentanyl iv",,
1413,"midazolin iv",,
1414,"rubinol",,
1415,"robinul",,
1416,"picc",,
1417,"L&R DECUB DRSG CHGE",,
1418,"multipodus boots",,
1419,"FLOLAN",,
1420,"Aggitation",,
1421,"Anxiety",,
1422,"Ataxia",,
1423,"Auditory Disturbance",,
1424,"CIWA Sum Total",,
1425,"Daily Wake Up",,
1426,"Drowsiness",,
1427,"GI Prophylaxis",,
1428,"Headache",,
1429,"Insomnia",,
1430,"Nausea and Vomiting",,
1431,"Orient/Clouding Sens",,
1432,"Paroxysmal Sweats",,
1433,"Seizure",,
1434,"Slurred Speech",,
4377,"circumcision",,
4381,"Potassium Phosphate",,
4383,"Aldactone",,
4385,"metoclopramide",,
4386,"ranitidine",,
4388,"EYE EXAM",,
4389,"Nystatin powder",,
4390,"Nystatin Cream",,
4391,"gentamycin",,
4400,"cefotoxime",,
4406,"Poly-vi-sol",,
4407,"Polivisol",,
4410,"umbilical hernia",,
4412,"caffeine bolus",,
4414,"cyclopentolate 1%",,
4415,"Ceftazidime",,
4417,"Erythro eye oint",,
4419,"Hep B",,
4420,"Narcan",,
4426,"Cefazolin",,
4428,"Bronch",,
4430,"NS eye drops",,
4433,"EMLA",,
4435,"Circ. Site",,
4436,"Circ care",,
4437,"Bathed",,
4441,"trach care/site",,
4444,"Water bed",,
4445,"Bath and Shampoo",,
4446,"caffeine",,
4448,"Erythropoetin SQ",,
4449,"Cardiac consult",,
4451,"aclyclovir",,
4457,"Chest tube fluc",,
4458,"chest tube air leak",,
4459,"trach collar",,
4461,"COMBIVENT",,
4462,"Flovent",,
4466,"hep B",,
4467,"hep b",,
4472,"Hep B immunization",,
4475,"Insulin",,
4476,"PICC line placement",,
4477,"narcan",,
4478,"triple antibiotic",,
4480,"zantac",,
4483,"Splint",,
4484,"Toes",,
4486,"k phosphate",,
4487,"Bilat Ing Hernias  s",,
4490,"NAS Score",,
4496,"Hep. Flush",,
4497,"PENICILLIN G",,
4501,"DOPAMINE DRIP",,
4502,"ADEK vitamins",,
4503,"Actigall",,
4504,"Heparin Flush",,
4505,"Polyvisol po",,
4508,"Na supp",,
4511,"Amoxicillin",,
4513,"sponge bath",,
4514,"Chromosomes",,
4518,"Tent",,
4519,"Atropine Opthamic",,
4520,"Tobradex opthalmic",,
4523,"PDA incision site",,
4524,"Acetominophen",,
4525,"Glycerin suppository",,
4526,"lacrilube",,
4527,"heparin",,
4532,"Indomethacin",,
4534,"Circ Site",,
4538,"amoxicillin",,
4539,"Nystatin",,
4540,"Simethicone",,
4542,"Tobradex",,
4543,"UMBI HERNIA",,
4544,"Glycerine Supp.",,
4545,"CPR",,
4548,"nystatin ointment",,
4549,"criticaid",,
4551,"Triple ABX cream",,
4553,"Glycerin Supp.",,
4555,"Circ. site",,
4556,"Hearing Screen",,
4557,"cefazolin",,
4560,"Umbilical hernia",,
4561,"bacitracin oint",,
4562,"non nutritive suck",,
4564,"Nystatin oral",,
4565,"miconazole cream",,
4566,"oral thrush",,
4568,"circ site",,
4571,"skin",,
4576,"pre ductal sat",,
4578,"grunting",,
4579,"Hydralazine",,
4585,"circ",,
4587,"Meropenem",,
4588,"trach aspirate",,
4590,"zosyn",,
4595,"Criticaid",,
4597,"Abdominal US",,
4599,"Hepatitis B Vaccine",,
4601,"Bath demo",,
4603,"Trach/Size",,
4604,"poly-vi-sol",,
4605,"bath demo",,
4606,"hernia",,
4607,"tylenol",,
4613,"circ. site",,
4615,"Mylicon",,
4617,"Neurology consult",,
4618,"ferinsol",,
4619,"Nystatin Powder",,
4620,"monilial rash",,
4622,"miconazole powder",,
4623,"Circumcision site",,
4625,"Nystatin ointment",,
4630,"cord care",,
4632,"Glycerin Supp",,
4636,"Umb Hernia",,
4638,"atropine eye drops",,
4639,"tobradex",,
4641,"desitin",,
4643,"poly vi sol",,
4645,"PRED FORTE DROPS",,
4646,"Knee Abrasions",,
4647,"normal saline bolus",,
4648,"chloral hydrate",,
4649,"Adenosine",,
4650,"Umbilical Hernia",,
4651,"BABY BATH",,
4652,"Hernia Repair",,
4654,"Hepatitis B vaccine",,
4660,"Bactroban ointment",,
4661,"Bactoban",,
4663,"CIRC",,
4666,"head",,
4669,"Cardiology consult",,
4670,"heprin lock",,
4672,"Head Circ.",,
4674,"Metocloprimide",,
4676,"Critic-aid",,
4677,"nystatin powder",,
4678,"Atropine Oint.",,
4679,"KPHOS",,
4680,"co-bedding",,
4681,"triple abx oint",,
4683,"KPhos",,
4684,"Synthroid",,
4685,"Zantac(Ranitidine)",,
4686,"broviac lt saphenou.",,
4689,"Genetics consult",,
4692,"Atropine eye drops",,
4693,"Bacitracin Eye Oint",,
4694,"Cosopt",,
4695,"PredForte",,
4696,"Calcium Glubionate",,
4698,"Gtube site",,
4701,"Stoma",,
4702,"Vit D",,
4705,"Skin tags",,
4706,"initial bath",,
4707,"Circ",,
4708,"umbi hernia",,
4709,"Humatrope",,
4712,"SPIT",,
4713,"Heplock flush",,
4715,"penicillin",,
4716,"acyclovir",,
4718,"Broviac dsg Change",,
4719,"Ca Glubionate",,
4720,"K Phos",,
4721,"Hernias",,
4722,"Atropine eye oint",,
4723,"Metoclopramide",,
4724,"Pred Forte",,
4726,"ZANTAC",,
4727,"mitoclopramide",,
4729,"Miconazole powder",,
4732,"Keflex",,
4735,"BACITRACIN OINTMENT",,
4736,"COSOPT DROPS",,
4737,"PREDFORTE DROPS",,
4738,"RANITIDINE",,
4739,"prune juice",,
4740,"Keflex pg/po",,
4743,"Circumcision Site",,
4744,"NYSTATIN",,
4750,"Hyperoxia test",,
4753,"pH (Art)","ABG",
4755,"zzzpH","ABG's",
4761,"ORL consult",,
4762,"Penicillin",,
4769,"rash",,
4770,"Umbi Hernia",,
4773,"Poly-Vi-Sol",,
4783,"picc placement",,
4784,"desitin ointment",,
4788,"aldactone",,
4789,"hyperoxia",,
4790,"simethicone",,
4791,"Circ Care",,
4792,"bacitracin",,
4793,"nystatin cream",,
4795,"nystatin",,
4797,"Nystatin Oint",,
4799,"synthroid",,
4801,"Bath+Shampoo",,
4803,"GT Site",,
4805,"DIAZOXIDE",,
4806,"Gentamycin",,
4807,"RASH",,
4810,"Prilosec",,
4812,"Bacitracin",,
4813,"nutrition labs",,
4816,"heprin flush",,
4817,"IVIG",,
4820,"HEP FLUSH",,
4821,"IV Zantac",,
4822,"Mylanta",,
4823,"PRILOSEC",,
4824,"triple abx oint.",,
4833,"SaO2 (post)",,
4840,"desitin cream",,
4842,"Nystatin (PO)",,
4843,"calciferol",,
4844,"Nystatin Ointment",,
4849,"umbi care",,
4850,"diaper rash",,
4852,"Tobradex ointment",,
4855,"Urine culture",,
4856,"hydrocele",,
4858,"AZT",,
4860,"Myconizole powder",,
4862,"CIRC SITE",,
4865,"Clonus",,
4867,"Trivisol",,
4870,"tooth buds",,
4871,"vit d",,
4872,"TRI VI SOL",,
4873,"Tobradex oint.",,
4874,"atropine",,
4875,"cyclopentolate",,
4880,"Levothyroxin (T4)",,
4887,"flow rate",,
4888,"lasix",,
4889,"Cyclopentolate",,
4893,"right hydrocele",,
4894,"left hydrocele",,
4895,"Nystatin susp",,
4898,"MVI",,
4900,"Oral Nystatin",,
4901,"SKIN",,
4902,"neuro consult",,
4905,"Fluconazole",,
4910,"glycerin supp.",,
4911,"hep B vaccine",,
4914,"tub",,
4915,"PRUNE JUICE",,
4918,"hep b vaccine",,
4919,"pectus",,
4922,"open crib",,
4925,"Amoxicillan",,
4926,"Dexamethasone, gtts",,
4928,"Neo-Synephrine gtts",,
4929,"Prednisolone",,
4936,"Nystatin Oint.",,
4937,"circumcision care",,
4941,"Genetics Consult",,
4944,"hearing",,
4946,"Myconazole Pdr.",,
4947,"Nystatin cream",,
4948,"Bilirubin",,
4950,"Dexamethasone drops",,
4951,"Diaper rash",,
4952,"Bactroban",,
4953,"sucrose pacifier",,
4954,"Mineral Oil",,
4955,"sweating",,
4956,"Umbi hernia",,
4957,"Atropine drops",,
4958,"Tobramycin oint",,
5603,"Tri Vi Sol",,
5604,"criticaide",,
5605,"Miconazole Powder",,
5606,"Nutrition Labs",,
5609,"hydroactive gel",,
5610,"BP Q8H",,
5612,"Dexamethasone gtts",,
5613,"Neonatal Morphine PO",,
5617,"vitamin a",,
5620,"Abd US",,
5621,"DSD",,
5625,"Pinps",,
5626,"Vidalyn",,
5628,"head circ.",,
5629,"csm to right hand",,
5630,"DRIVING PRESSURE",,
5631,"High MV alarm.",,
5632,"R BREAST TEMP/COLOR",,
5633,"cyclosporine",,
5634,"Vidalin",,
5635,"Physical therapy",,
5636,"2nd O2 Sat",,
5637,"LeadII cardiac strip",,
5638,"sheath a line",,
5639,"r axilla-bupivacaine",,
5640,"r popliteal bupivace",,
5641,"fer-gen-sol",,
5642,"bupivacaine.1%-axila",,
5643,"bupivacaine.1%-pop",,
5644,"PASSY MUIR/CUFF DOWN",,
5645,"ct dressing",,
5646,"trach ties",,
5647,"trembling",,
5648,"multi-podis boots",,
5649,"PRBCS",,
5650,"WASH ABD--HIBICLENS",,
5651,"High Ve",,
5652,"PICC Attempt",,
5654,"rt art line",,
5655,"Multi podis Boots",,
5656,"phenylephrine",,
5658,"Erythromycin Oint",,
5659,"D5W & 40Gm CaGluc",,
5660,"LYTES",,
5661,"PLTS",,
5662,"lt. lat. decub",,
5663,"hepatitis B vaccine",,
5664,"CHOLEY TUBE",,
5665,"CHOLEY TUBE DRAINAGE",,
5666,"EDEMA",,
5667,"heliox tank pressure",,
5668,"CUFF PRESSURE",,
5669,"gent oint.",,
5671,"r fem art line",,
5672,"icd",,
5674,"vest",,
5675,"High Mv.",,
5676,"RIGHT FEM. ALINE",,
5677,"scrotal ultrasound",,
5678,"bath/ shampoo",,
5679,"RADIAL ABP",,
5680,"RADIAL MAP",,
5681,"umbi hernia measure",,
5682,"Neosynephrine gtts",,
5683,"Hourly PFR",,
5684,"INV#1 Dsg Change",,
5685,"INV#2 Dsg Change",,
5686,"INV#3 Dsg Change",,
5687,"INV#4 Dsg Change",,
5688,"INV#5 Dsg Change",,
5689,"INV#6 Dsg Change",,
5690,"INV#7 Dsg Change",,
5691,"INV#8 Dsg Change",,
5692,"BILI, HCT. RETIC",,
5693,"Left Lateral decub",,
5694,"Abdominal ultrasound",,
5695,"CORTISOL LEVEL 30 MN",,
5696,"p Hi",,
5697,"CORTISOL LEVEL PRE",,
5698,"Vi-Day-Lin",,
5699,"CHROMOSOMES",,
5700,"Gent eye oint",,
5701,"TriViSol",,
5702,"FEM ART MEAN",,
5703,"FEM ART S/D",,
5704,"g-tube flush",,
5705,"j-tube flush",,
5706,"T HIGH",,
5707,"T LOW",,
5708,"MgSO4",,
5709,"TOX SCREEN",,
5710,"inital bath",,
5711,"x-ray",,
5712,"orogastric sxn",,
5713,"incision sites",,
5714,"CPM MACHINE",,
5715,"gentamycin eye ointt",,
5716,"bed exit alarm",,
5717,"circ.site",,
5718,"PIC",,
5719,"mucumyst",,
5720,"TOTAL BATH",,
5721,"abd lateral",,
5722,"AV fistula T/B",,
5723,"Caffiene Bolus",,
5724,"TEA BAGS TO R EYE.",,
5725,"umbilical",,
5726,"Hi Ve",,
5727,"Hi MV",,
5728,"Solumedrol  mg/kg/hr",,
5729,"bair hugger",,
5730,"hernia repair",,
5731,"FEMORAL ABP MEAN",,
5732,"FEMORAL ABP S/D",,
5733,"granuloma",,
5735,"peri pad chg",,
5736,"inst spir",,
5737,"breast pump",,
5738,"Pericardial flush",,
5739,"NAS assessment",,
5740,"Active ROM RUE/LUE",,
5741,"Passive ROM RUE/LUE",,
5742,"Colostomy Stoma",,
5743,"NT suction",,
5744,"High Exhaled Min vol",,
5745,"Hep flush 10units/cc",,
5746,"HEPARIN DEPEND ANTBY",,
5747,"dobutamine",,
5748,"VItamin A inj.",,
5749,"Percussion per bed",,
5750,"24hr Lytes&Bili",,
5751,"PRBCs",,
5752,"Epinephrin",,
5753,"Calcium Chloride",,
5754,"APNEA TIME",,
5755,"Time Disconnect",,
5756,"PINPS",,
5757,"mucous fistula",,
5758,"MV hi",,
5759,"gentics consult",,
5760,"Bed bath",,
5761,"Chromosomal analysis",,
5762,"rectal tube care",,
5763,"NGT NS FLUSH Q/4HR",,
5764,"driving press",,
5765,"CPR instruction",,
5766,"High mv",,
5767,"trach button",,
